univ,name,univLabel_en,univLabel_zh,inceptionYear,decade,longitude,latitude,province,macro_region
http://www.wikidata.org/entity/Q100998778,Taizhou University,Taizhou University,,,,,,,
http://www.wikidata.org/entity/Q1018771,Dalian Naval Academy,Dalian Naval Academy,中国人民解放军海军大连舰艇学院,1949.0,1940,121.66288889,38.8785,Liaoning,Northeast
http://www.wikidata.org/entity/Q1022929,Hubei University,Hubei University,湖北大学,1931.0,1930,114.3175,30.5605,Hubei,Central
http://www.wikidata.org/entity/Q10267326,Shandong University of Technology,Shandong University of Technology,山东工业大学,1949.0,1940,,,,
http://www.wikidata.org/entity/Q1027478,Dalian University of Foreign Languages,Dalian University of Foreign Languages,大连外国语大学,1964.0,1960,,,Liaoning,Northeast
http://www.wikidata.org/entity/Q10379501,College of Military Culture at the PLA National Defense University,College of Military Culture at the PLA National Defense University,中国人民解放军国防大学军事文化学院,1960.0,1960,116.325,39.9559,,
http://www.wikidata.org/entity/Q1039400,Beijing University of Chinese Medicine,Beijing University of Chinese Medicine,北京中医药大学,1956.0,1950,116.42213,39.96985,Beijing,North
http://www.wikidata.org/entity/Q1041978,North University of China,North University of China,中北大学,1941.0,1940,,,Shanxi,North
http://www.wikidata.org/entity/Q10557501,郑州工业大学,,郑州工业大学,,,,,,
http://www.wikidata.org/entity/Q10567152,黃埔海軍學校,,黃埔海軍學校,1887.0,1880,,,Jiangsu,East
http://www.wikidata.org/entity/Q1058956,Heilongjiang University,Heilongjiang University,黑龙江大学,1941.0,1940,126.616944444,45.706944444,Heilongjiang,Northeast
http://www.wikidata.org/entity/Q106474418,Jiangxi Institute of Fashion Technology,Jiangxi Institute of Fashion Technology,江西服装学院,,,,,Jiangxi,East
http://www.wikidata.org/entity/Q1073795,Chinesisch-Deutsches Hochschulkolleg,Chinesisch-Deutsches Hochschulkolleg,,1998.0,1990,,,,
http://www.wikidata.org/entity/Q1074015,Ocean University of China,Ocean University of China,中国海洋大学,1924.0,1920,120.3325,36.065,,
http://www.wikidata.org/entity/Q1074084,China University of Mining and Technology,China University of Mining and Technology,中国矿业大学,1909.0,1900,116.349722,39.996667,Jiangsu,East
http://www.wikidata.org/entity/Q1074097,China University of Geosciences,China University of Geosciences,中国地质大学,1952.0,1950,,,Hubei,Central
http://www.wikidata.org/entity/Q1074103,University of Science and Technology of China,University of Science and Technology of China,中国科学技术大学,1958.0,1950,117.258888888,31.841666666,Anhui,East
http://www.wikidata.org/entity/Q1074117,Renmin University of China,Renmin University of China,中国人民大学,1937.0,1930,116.317777777,39.970277777,,
http://www.wikidata.org/entity/Q1074308,Dalian Minzu University,Dalian Minzu University,大连民族大学,1997.0,1990,121.771389,39.046389,Liaoning,Northeast
http://www.wikidata.org/entity/Q1074363,Dalian Ocean University,Dalian Ocean University,大连海洋大学,1952.0,1950,,,,
http://www.wikidata.org/entity/Q1075625,University of Nottingham Ningbo,University of Nottingham Ningbo,宁波诺丁汉大学,2004.0,2000,121.5592,29.8022,Zhejiang,East
http://www.wikidata.org/entity/Q10867642,University of Michigan–Shanghai Jiao Tong Univeristy Joint Institute,University of Michigan–Shanghai Jiao Tong Univeristy Joint Institute,上海交通大学密西根学院,2006.0,2000,,,Shanghai,East
http://www.wikidata.org/entity/Q10867958,Shanghai Customs College,Shanghai Customs College,上海海关学院,1953.0,1950,121.577805,31.167818,,
http://www.wikidata.org/entity/Q10869592,Northeast Forestry University,Northeast Forestry University,东北林业大学,1952.0,1950,126.64028,45.72389,Heilongjiang,Northeast
http://www.wikidata.org/entity/Q10870909,Dongguan University of Technology,Dongguan University of Technology,东莞理工学院,1992.0,1990,113.770712,23.053196,Guangdong,South
http://www.wikidata.org/entity/Q10872553,Central South University of Forestry and Technology,Central South University of Forestry and Technology,中南林业科技大学,1958.0,1950,112.991924,28.13921,Hunan,Central
http://www.wikidata.org/entity/Q10872926,China Fire and Rescue College,China Fire and Rescue College,中国人民武装警察部队黄金技术学校,1985.0,1980,,,,
http://www.wikidata.org/entity/Q10872931,PLA Information Engineering University,PLA Information Engineering University,中国人民解放军信息工程大学,1999.0,1990,113.567879,34.815376,Henan,Central
http://www.wikidata.org/entity/Q10872935,Army Military Transportation University,Army Military Transportation University,中国人民解放军军事交通学院,1973.0,1970,117.25664,39.132326,,
http://www.wikidata.org/entity/Q10872936,PLA Academy of Military Medical Sciences,PLA Academy of Military Medical Sciences,中国人民解放军军事科学院军事医学研究院,1951.0,1950,116.26325,39.899078,Beijing,North
http://www.wikidata.org/entity/Q10872954,PLA Army Academy of Artillery and Air Defense,PLA Army Academy of Artillery and Air Defense,中国人民解放军南京炮兵学院,1947.0,1940,117.237859,31.841888,,
http://www.wikidata.org/entity/Q10872957,Army Infantry College of PLA,Army Infantry College of PLA,中国人民解放军南昌陆军学院,1955.0,1950,115.78023,28.673454,,
http://www.wikidata.org/entity/Q10872964,PLA Academy of National Defense Information,PLA Academy of National Defense Information,中国人民解放军信息支援部队工程大学,1948.0,1940,,,,
http://www.wikidata.org/entity/Q10872983,中国人民解放军成都军区昆明民族干部学院,,中国人民解放军成都军区昆明民族干部学院,1949.0,1940,,,,
http://www.wikidata.org/entity/Q10872997,PLA Naval University of Engineering,PLA Naval University of Engineering,中国人民解放军海军工程大学,1949.0,1940,,,Hubei,Central
http://www.wikidata.org/entity/Q10872999,中国人民解放军海军指挥学院,,中国人民解放军海军指挥学院,1952.0,1950,,,,
http://www.wikidata.org/entity/Q10873002,PLA Naval Submarine Academy,PLA Naval Submarine Academy,中国人民解放军海军潜艇学院,1973.0,1970,120.36022222,36.13433333,,
http://www.wikidata.org/entity/Q10873009,PLA Naval Aviation University,PLA Naval Aviation University,中国人民解放军海军航空兵学院,1951.0,1950,121.419672,37.532309,,
http://www.wikidata.org/entity/Q10873012,People's Liberation Army Naval Academy,People's Liberation Army Naval Academy,中国人民解放军海军士官学校,1986.0,1980,,,Anhui,East
http://www.wikidata.org/entity/Q10873016,PLA Army University,PLA Army University,中国人民解放军陆军兵种大学,2025.0,2020,117.2373432,31.8388795,Anhui,East
http://www.wikidata.org/entity/Q10873019,PLA Army Engineering University,PLA Army Engineering University,中国人民解放军陆军工程大学,1999.0,1990,,,Jiangsu,East
http://www.wikidata.org/entity/Q10873024,"Joint Operations College, National Defense University","Joint Operations College, National Defense University",中国人民解放军国防大学联合作战学院,,,,,,
http://www.wikidata.org/entity/Q10873025,PLAAF Service Academy,PLAAF Service Academy,中国人民解放军空军勤务学院,1954.0,1950,,,,
http://www.wikidata.org/entity/Q10873029,Air Force Communication NCO Academy,Air Force Communication NCO Academy,中国人民解放军空军大连通信士官学校,1986.0,1980,121.738,39.0664,Liaoning,Northeast
http://www.wikidata.org/entity/Q10873032,Air Force Engineering University,Air Force Engineering University,中国人民解放军空军工程大学,1999.0,1990,109.036171,34.273779,Shaanxi,Northwest
http://www.wikidata.org/entity/Q10873034,PLAAF Command College,PLAAF Command College,中国人民解放军空军指挥学院,1958.0,1950,116.278519,39.968061,Beijing,North
http://www.wikidata.org/entity/Q10873057,PLA Air Force Aviation University,PLA Air Force Aviation University,中国人民解放军空军航空大学,1946.0,1940,125.32342,43.84293,Jilin,Northeast
http://www.wikidata.org/entity/Q10873058,Changsha Aeronautical Vacational and Technical College,Changsha Aeronautical Vacational and Technical College,长沙航空职业技术学院,1973.0,1970,113.044,28.1426,,
http://www.wikidata.org/entity/Q10873092,PLARF University of Engineering,PLARF University of Engineering,中国人民解放军第二炮兵工程大学,1951.0,1950,,,Shaanxi,Northwest
http://www.wikidata.org/entity/Q10873093,PLARF Command College,PLARF Command College,中国人民解放军第二炮兵指挥学院,1977.0,1970,,,Hubei,Central
http://www.wikidata.org/entity/Q10873109,Space Engineering University,Space Engineering University,中国人民解放军战略支援部队航天工程大学,1978.0,1970,116.65844167,40.35554722,Beijing,North
http://www.wikidata.org/entity/Q10873110,PLA Army Armored Forces Academy,PLA Army Armored Forces Academy,中国人民解放军装甲兵学院,1950.0,1950,,,,
http://www.wikidata.org/entity/Q10873121,PLA Army Academy of Border and Coastal Defense,PLA Army Academy of Border and Coastal Defense,中国人民解放军边海防学院,2017.0,2010,,,Shaanxi,Northwest
http://www.wikidata.org/entity/Q10873125,Chongqing Communication Institute,Chongqing Communication Institute,中国人民解放军重庆通信学院,1955.0,1950,106.241,29.9986,,
http://www.wikidata.org/entity/Q10873133,PLA Army Aviation Academy,PLA Army Aviation Academy,中国人民解放军陆军航空兵学院,1999.0,1990,116.6475,39.835,Beijing,North
http://www.wikidata.org/entity/Q10875050,Central Institute for Correctional Police,Central Institute for Correctional Police,中央司法警官学院,1956.0,1950,,,Hebei,North
http://www.wikidata.org/entity/Q10875787,Sino-French University,Sino-French University,中法大学,1920.0,1920,116.40056,39.92689,Beijing,North
http://www.wikidata.org/entity/Q10877861,Hangchow University,Hangchow University,之江大学,,,120.123055555,30.1925,,
http://www.wikidata.org/entity/Q10878372,Leshan Normal University,Leshan Normal University,乐山师范学院,1978.0,1970,,,Sichuan,Southwest
http://www.wikidata.org/entity/Q10882234,Wuyi University,Wuyi University,五邑大学,1985.0,1980,113.081161111,22.601622222,Guangdong,South
http://www.wikidata.org/entity/Q10884585,Zhongkai University of Agriculture and Engineering,Zhongkai University of Agriculture and Engineering,仲恺农业工程学院,1927.0,1920,113.276283,23.109625,Guangdong,South
http://www.wikidata.org/entity/Q10893606,Lanzhou Jiaotong University,Lanzhou Jiaotong University,兰州交通大学,1958.0,1950,103.7243,36.1054,Gansu,Northwest
http://www.wikidata.org/entity/Q10894049,Xingyi Normal University for Nationalities,Xingyi Normal University for Nationalities,兴义民族师范学院,,,,,,
http://www.wikidata.org/entity/Q10894785,Inner Mongolia Normal University,Inner Mongolia Normal University,内蒙古师范大学,1952.0,1950,,,Inner Mongolia,North
http://www.wikidata.org/entity/Q10902068,Geely University of China,Geely University of China,吉利学院,2000.0,2000,104.423,30.4925,Fujian,East
http://www.wikidata.org/entity/Q10902145,Beijing City University,Beijing City University,北京城市学院,1984.0,1980,116.2523,40.0903,,
http://www.wikidata.org/entity/Q10902198,Beijing Major Seminary,Beijing Major Seminary,北京天主教神哲学院,1981.0,1980,116.3296,40.01887,Beijing,North
http://www.wikidata.org/entity/Q10902302,"Beijing Normal University,  Zhuhai","Beijing Normal University,  Zhuhai",北京师范大学珠海分校,2002.0,2000,,,,
http://www.wikidata.org/entity/Q10902330,Beijing Institute of Fashion Technology,Beijing Institute of Fashion Technology,北京服装学院,1959.0,1950,116.42474,39.97272,Beijing,North
http://www.wikidata.org/entity/Q10902560,Beihua University,Beihua University,北华大学,1906.0,1900,,,Jilin,Northeast
http://www.wikidata.org/entity/Q10903058,North Minzu University,North Minzu University,北方民族大学,1984.0,1980,106.112016,38.498403,Ningxia,Northwest
http://www.wikidata.org/entity/Q10903231,Peiyang University,Peiyang University,北洋大学,1895.0,1890,117.171900982,39.177593658,,
http://www.wikidata.org/entity/Q10905361,Huazhong Institute of Technology,Huazhong Institute of Technology,华中工学院,1952.0,1950,,,Hubei,Central
http://www.wikidata.org/entity/Q10905364,Huazhong University of Construction,Huazhong University of Construction,华中建设大学,,,,,,
http://www.wikidata.org/entity/Q10905371,Huazhong University of Science and Technology,Huazhong University of Science and Technology,华中理工大学,,,,,,
http://www.wikidata.org/entity/Q10905381,Wuchang Shouyi University,Wuchang Shouyi University,武昌首义学院,2000.0,2000,114.30022,30.49009,Hubei,Central
http://www.wikidata.org/entity/Q10905490,North China University of Water Resources and Electric Power,North China University of Water Resources and Electric Power,华北水利水电大学,1951.0,1950,113.7945049,34.7813236,Henan,Central
http://www.wikidata.org/entity/Q10905504,North China Institute of Science and Technology,North China Institute of Science and Technology,华北科技学院,1984.0,1980,116.79699378,39.95654818,Hebei,North
http://www.wikidata.org/entity/Q10905543,Hwa Nan College,Hwa Nan College,华南女子大学,1907.0,1900,119.302414,26.042347,,
http://www.wikidata.org/entity/Q10905579,South China Associated University (Private),South China Associated University (Private),华南联合大学,1952.0,1950,,,,
http://www.wikidata.org/entity/Q10906639,Nanjing University of Chinese Medicine,Nanjing University of Chinese Medicine,南京中医药大学,1954.0,1950,118.94,32.1053,Jiangsu,East
http://www.wikidata.org/entity/Q10906658,Nanjing College of Information and Technology,Nanjing College of Information and Technology,南京信息职业技术学院,1953.0,1950,,,Jiangsu,East
http://www.wikidata.org/entity/Q10906757,Nanjing Audit University,Nanjing Audit University,南京审计大学,1983.0,1980,,,Jiangsu,East
http://www.wikidata.org/entity/Q10906760,Nanjing Tech University,Nanjing Tech University,南京工业大学,1902.0,1900,118.771964,32.078711,Jiangsu,East
http://www.wikidata.org/entity/Q10906861,Nanjing Police University,Nanjing Police University,南京警察学院,1941.0,1940,118.823532,32.081595,Jiangsu,East
http://www.wikidata.org/entity/Q10908066,Jiangxi University of Water Resources and Electric Power,Jiangxi University of Water Resources and Electric Power,江西水利电力大学,1958.0,1950,115.881649574,28.701652956,Jiangxi,East
http://www.wikidata.org/entity/Q10917222,Jilin University of Technology,Jilin University of Technology,吉林工业大学,1954.0,1950,125.301,43.88,,
http://www.wikidata.org/entity/Q10917240,Jilin Jianzhu University,Jilin Jianzhu University,吉林建筑大学,,,,,Jilin,Northeast
http://www.wikidata.org/entity/Q10917451,Jishou University,Jishou University,吉首大学,1958.0,1950,109.721872,28.287414,,
http://www.wikidata.org/entity/Q10921986,Harbin Medical University,Harbin Medical University,哈尔滨医科大学,1926.0,1920,,,Heilongjiang,Northeast
http://www.wikidata.org/entity/Q10924764,Sichuan Agricultural University,Sichuan Agricultural University,四川农业大学,1906.0,1900,103.860555555,30.706944444,Sichuan,Southwest
http://www.wikidata.org/entity/Q10924832,Sichuan University of Arts and Science,Sichuan University of Arts and Science,四川文理学院,,,107.470277777,31.235277777,Sichuan,Southwest
http://www.wikidata.org/entity/Q109258514,Great Bay University,Great Bay University,大湾区大学,2025.0,2020,113.851329,22.895748,Guangdong,South
http://www.wikidata.org/entity/Q109260019,City University of Hong Kong (Dongguan),City University of Hong Kong (Dongguan),香港城市大學（東莞）,2024.0,2020,,,Guangdong,South
http://www.wikidata.org/entity/Q10926161,National Chung-Cheng University,National Chung-Cheng University,国立南昌大学,1940.0,1940,,,Jiangxi,East
http://www.wikidata.org/entity/Q10930950,Tarim University,Tarim University,塔里木大学,1958.0,1950,81.29527778,40.54,Xinjiang,Northwest
http://www.wikidata.org/entity/Q10934160,Utopia University,Utopia University,大同大学,1912.0,1910,,,,
http://www.wikidata.org/entity/Q10934701,The Great China University,The Great China University,大夏大学,1924.0,1920,,,,
http://www.wikidata.org/entity/Q109348750,Jiaxing Nanhu University,Jiaxing Nanhu University,嘉兴南湖学院,,,,,Zhejiang,East
http://www.wikidata.org/entity/Q109348752,Gannan University of Science and Technology,Gannan University of Science and Technology,赣南科技学院,2001.0,2000,,,Jiangxi,East
http://www.wikidata.org/entity/Q10940196,Tianjin Normal University,Tianjin Normal University,天津師範大學,1958.0,1950,,,,
http://www.wikidata.org/entity/Q10940246,Peiyang Naval Academy,Peiyang Naval Academy,天津水师学堂,1881.0,1880,,,,
http://www.wikidata.org/entity/Q10941044,Taiyuan Institute of Technology,Taiyuan Institute of Technology,太原工业学院,1954.0,1950,,,Shanxi,North
http://www.wikidata.org/entity/Q109413368,Gandong College,Gandong College,赣东学院,,,,,Jiangxi,East
http://www.wikidata.org/entity/Q10946795,Anhui Jianzhu University,Anhui Jianzhu University,安徽建筑大学,1958.0,1950,117.22368,31.74404,Anhui,East
http://www.wikidata.org/entity/Q10947284,Anyang Institute of Technology,Anyang Institute of Technology,安阳工学院,1983.0,1980,,,Henan,Central
http://www.wikidata.org/entity/Q10947285,Anyang Normal University,Anyang Normal University,安阳师范学院,1908.0,1900,,,Henan,Central
http://www.wikidata.org/entity/Q10952263,Suzhou University,Suzhou University,宿州学院,1949.0,1940,117.079333333,33.631083333,,
http://www.wikidata.org/entity/Q110109946,"Hangzhou Campus, University of International Relations","Hangzhou Campus, University of International Relations",国际关系学院杭州校区,,,120.150540765,30.315360603,Zhejiang,East
http://www.wikidata.org/entity/Q110140441,Shandong Institute of Advanced Technology,Shandong Institute of Advanced Technology,山东高等技术研究院,2019.0,2010,,,Shandong,East
http://www.wikidata.org/entity/Q11043886,Shandong University of Traditional Chinese Medicine,Shandong University of Traditional Chinese Medicine,山东中医药大学,1958.0,1950,117.040305555,36.65015,Shandong,East
http://www.wikidata.org/entity/Q11061696,Guangdong Polytechnic Normal University,Guangdong Polytechnic Normal University,广东技术师范大学,1957.0,1950,113.285,23.10055556,Guangdong,South
http://www.wikidata.org/entity/Q11062018,Guangzhou Medical University,Guangzhou Medical University,广州医科大学,1958.0,1950,130.363,46.7865,Guangdong,South
http://www.wikidata.org/entity/Q11062423,Guilin University,Guilin University,桂林学院,2001.0,2000,110.274666666,25.098722222,Guangxi,South
http://www.wikidata.org/entity/Q11064744,Xiangqin University,Xiangqin University,廣東省立勷勤大學,1934.0,1930,,,Guangdong,South
http://www.wikidata.org/entity/Q11071539,Deutsch-Chinesische Hochschule,Deutsch-Chinesische Hochschule,德华大学,,,120.30549,36.05892,Shandong,East
http://www.wikidata.org/entity/Q11073383,Huizhou University,Huizhou University,惠州学院,1921.0,1920,,,,
http://www.wikidata.org/entity/Q11074301,Huaihua University,Huaihua University,怀化学院,1958.0,1950,110.023,27.5762,Hunan,Central
http://www.wikidata.org/entity/Q11074629,Chengdu Neusoft University,Chengdu Neusoft University,成都东软学院,2003.0,2000,103.59675,30.88882,Sichuan,Southwest
http://www.wikidata.org/entity/Q11074630,Chengdu University of TCM,Chengdu University of TCM,成都中医药大学,1956.0,1950,,,Sichuan,Southwest
http://www.wikidata.org/entity/Q11074647,Chengdu University,Chengdu University,成都大学,1978.0,1970,104.188,30.6495,Sichuan,Southwest
http://www.wikidata.org/entity/Q11074658,"Chengdu Normal University, CDNU","Chengdu Normal University, CDNU",成都师范学院,1955.0,1950,103.820575,30.676218,Sichuan,Southwest
http://www.wikidata.org/entity/Q11074673,四川传媒学院,,四川传媒学院,1997.0,1990,103.98292,30.82609,Sichuan,Southwest
http://www.wikidata.org/entity/Q11078782,Panzhihua University,Panzhihua University,攀枝花学院,1983.0,1980,,,Sichuan,Southwest
http://www.wikidata.org/entity/Q1107944,Southwestern University of Finance and Economics,Southwestern University of Finance and Economics,西南财经大学,1925.0,1920,104.017126,30.664854,Sichuan,Southwest
http://www.wikidata.org/entity/Q1108042,Tianjin Foreign Studies University,Tianjin Foreign Studies University,天津外国语大学,1964.0,1960,117.203055555,39.106944444,,
http://www.wikidata.org/entity/Q1108197,Wuhan University,Wuhan University,武汉大学,1926.0,1920,114.361111111,30.540833333,Hubei,Central
http://www.wikidata.org/entity/Q11083651,Xinjiang Normal University,Xinjiang Normal University,新疆师范大学,1978.0,1970,87.59007,43.83165,Xinjiang,Northwest
http://www.wikidata.org/entity/Q11090044,Jingdezhen Ceramic University,Jingdezhen Ceramic University,景德镇陶瓷大学,1909.0,1900,,,Jiangxi,East
http://www.wikidata.org/entity/Q11102606,Hangzhou Dianzi University,Hangzhou Dianzi University,杭州电子科技大学,1956.0,1950,,,Zhejiang,East
http://www.wikidata.org/entity/Q11124694,Wuhan Institute of Hydraulic and Electric Engineering,Wuhan Institute of Hydraulic and Electric Engineering,武汉水利电力大学,1954.0,1950,,,,
http://www.wikidata.org/entity/Q11124697,Wuhan Technical University of Surveying and Mapping,Wuhan Technical University of Surveying and Mapping,武汉测绘科技大学,1956.0,1950,,,,
http://www.wikidata.org/entity/Q11124722,Wuhan Textile University,Wuhan Textile University,武汉纺织大学,1958.0,1950,114.393333333,30.488055555,Hubei,Central
http://www.wikidata.org/entity/Q11133148,Hankou University,Hankou University,汉口学院,2000.0,2000,114.31122,30.4187,Jiangxi,East
http://www.wikidata.org/entity/Q11134930,Jiangsu University of Technology,Jiangsu University of Technology,江苏理工学院,1984.0,1980,119.913055555,31.753333333,Jiangsu,East
http://www.wikidata.org/entity/Q11135052,Jiangsu University of Science and Technology,Jiangsu University of Science and Technology,江苏科技大学,1933.0,1930,,,Jiangsu,East
http://www.wikidata.org/entity/Q11135170,Jiangxi University of Traditional Chinese Medicine,Jiangxi University of Traditional Chinese Medicine,江西中医药大学,1959.0,1950,115.7456,28.6775,Jiangxi,East
http://www.wikidata.org/entity/Q11135190,Jiangxi Agricultural University,Jiangxi Agricultural University,江西农业大学,1905.0,1900,115.833963231,28.762988229,Jiangxi,East
http://www.wikidata.org/entity/Q11138888,Shenyang Sport University,Shenyang Sport University,沈阳体育学院,,,,,Liaoning,Northeast
http://www.wikidata.org/entity/Q11141318,Hebei Normal University,Hebei Normal University,河北师范大学,1902.0,1900,114.305277777,37.595277777,Hebei,North
http://www.wikidata.org/entity/Q11141382,Hebei University of Economics and Business,Hebei University of Economics and Business,河北经贸大学,1953.0,1950,,,,
http://www.wikidata.org/entity/Q11141537,Henan Normal University,Henan Normal University,河南师范大学,1923.0,1920,113.9159103,35.326848793,Henan,Central
http://www.wikidata.org/entity/Q11141690,Henan Institute of Science and Technology,Henan Institute of Science and Technology,河南科技学院,,,,,Henan,Central
http://www.wikidata.org/entity/Q11141717,Henan Police College,Henan Police College,河南警察学院,1949.0,1940,,,,
http://www.wikidata.org/entity/Q11144969,Shandong First Medical University,Shandong First Medical University,山东第一医科大学,1891.0,1890,116.86144,36.67943,Shandong,East
http://www.wikidata.org/entity/Q11144979,Taishan University,Taishan University,泰山学院,2002.0,2000,117.035498,36.222933,Shandong,East
http://www.wikidata.org/entity/Q11148222,Jining Medical University,Jining Medical University,济宁医学院,,,116.59693,35.39557,Shandong,East
http://www.wikidata.org/entity/Q11148503,Communication University of Zhejiang,Communication University of Zhejiang,浙江传媒学院,1978.0,1970,,,Zhejiang,East
http://www.wikidata.org/entity/Q11148518,Zhejiang Agricultural University,Zhejiang Agricultural University,浙江农业大学,1952.0,1950,120.19164,30.27292,,
http://www.wikidata.org/entity/Q11148738,Zhejiang Normal University,Zhejiang Normal University,浙江师范大学,1956.0,1950,119.641,29.1373,Zhejiang,East
http://www.wikidata.org/entity/Q11148892,Zhejiang Conservatory of Music,Zhejiang Conservatory of Music,浙江音乐学院,2016.0,2010,,,Zhejiang,East
http://www.wikidata.org/entity/Q11152732,Jiangsu Ocean University,Jiangsu Ocean University,江苏海洋大学,1985.0,1980,119.220046,34.60752,Jiangsu,East
http://www.wikidata.org/entity/Q11172979,Ludong University,Ludong University,鲁东大学,,,121.358532,37.517159019,Shandong,East
http://www.wikidata.org/entity/Q11174571,Hunan University of Technology and Business,Hunan University of Technology and Business,湖南工商大学,1949.0,1940,112.919,28.227,Hunan,Central
http://www.wikidata.org/entity/Q11177091,Huanggang Normal University,Huanggang Normal University,黄冈师范学院,1905.0,1900,,,Hubei,Central
http://www.wikidata.org/entity/Q11177393,Huangshan University,Huangshan University,黄山学院,1978.0,1970,,,Anhui,East
http://www.wikidata.org/entity/Q11179769,Heilongjiang Bayi Agricultural University,Heilongjiang Bayi Agricultural University,黑龙江八一农垦大学,,,,,Heilongjiang,Northeast
http://www.wikidata.org/entity/Q11179808,Heilongjiang University of Science and Technology,Heilongjiang University of Science and Technology,黑龙江科技大学,1947.0,1940,126.65237,45.82055,Heilongjiang,Northeast
http://www.wikidata.org/entity/Q11180290,Qilu University of Technology,Qilu University of Technology,齐鲁工业大学,1948.0,1940,,,Shandong,East
http://www.wikidata.org/entity/Q112676960,Guangzhou Institute of Science and Technology,Guangzhou Institute of Science and Technology,广州理工学院,,,,,Guangdong,South
http://www.wikidata.org/entity/Q112811223,Open University of Henan,Open University of Henan,河南开放大学,,,,,Henan,Central
http://www.wikidata.org/entity/Q113558730,University of Health and Rehabilitation Sciences,University of Health and Rehabilitation Sciences,康复大学,2024.0,2020,120.17369,36.21942,Shandong,East
http://www.wikidata.org/entity/Q113578472,Zhongfa Aviation University,Zhongfa Aviation University,中法航空大学,,,,,Zhejiang,East
http://www.wikidata.org/entity/Q11370417,Jiujiang University,Jiujiang University,九江学院,1901.0,1900,116.005213501,29.676848614,Jiangxi,East
http://www.wikidata.org/entity/Q114368512,泉州大学,,泉州大学,,,,,,
http://www.wikidata.org/entity/Q1144682,Beijing Foreign Studies University,Beijing Foreign Studies University,北京外国语大学,1941.0,1940,116.304166666,39.954166666,Beijing,North
http://www.wikidata.org/entity/Q114957556,Fuyao University of Science and Technology,Fuyao University of Science and Technology,福建福耀科技大学,2025.0,2020,,,Fujian,East
http://www.wikidata.org/entity/Q115203157,中国人民解放军陆军边海防学院昆明校区,,中国人民解放军陆军边海防学院昆明校区,,,102.789698,24.997333,Yunnan,Southwest
http://www.wikidata.org/entity/Q1153539,Xiamen University,Xiamen University,厦门大学,1921.0,1920,118.09,24.44,Fujian,East
http://www.wikidata.org/entity/Q116090662,Zhongfa Aviation University,Zhongfa Aviation University,中法航空大学,,,,,Zhejiang,East
http://www.wikidata.org/entity/Q11627597,Xi'an University of Technology,Xi'an University of Technology,西安理工大学,1949.0,1940,108.995,34.25333333,Shaanxi,Northwest
http://www.wikidata.org/entity/Q11642649,Liaoning University of Traditional Chinese Medicine,Liaoning University of Traditional Chinese Medicine,辽宁中医药大学,1958.0,1950,123.4315494,41.8316228,Liaoning,Northeast
http://www.wikidata.org/entity/Q11653025,Changchun University of Chinese Medicine,Changchun University of Chinese Medicine,长春中医药大学,,,125.420196,43.829779,Jilin,Northeast
http://www.wikidata.org/entity/Q117322835,Jingju Temple,Jingju Temple,,,,,,,
http://www.wikidata.org/entity/Q117406370,"Eastern Institute of Technology, Ningbo","Eastern Institute of Technology, Ningbo",宁波东方理工大学,2025.0,2020,,,Zhejiang,East
http://www.wikidata.org/entity/Q117474583,Jingzhou Normal College,Jingzhou Normal College,荆州师范学院,,,,,Hubei,Central
http://www.wikidata.org/entity/Q1187271,Hong Kong Polytechnic University,Hong Kong Polytechnic University,香港理工大學,1937.0,1930,114.18,22.305,,
http://www.wikidata.org/entity/Q118998668,Harvard Medical School of China,Harvard Medical School of China,,,,,,,
http://www.wikidata.org/entity/Q121243541,Hebei Academy of Agriculture and Forestry Sciences,Hebei Academy of Agriculture and Forestry Sciences,河北省农林科学院,,,,,Hebei,North
http://www.wikidata.org/entity/Q123034620,Shenzhen Ocean University,Shenzhen Ocean University,深圳海洋大学,,,,,Guangdong,South
http://www.wikidata.org/entity/Q126371462,Shenzhen University of Advanced Technology,Shenzhen University of Advanced Technology,深圳理工大学,2024.0,2020,,,Guangdong,South
http://www.wikidata.org/entity/Q126389764,Henan Sport University,Henan Sport University,河南体育学院,2024.0,2020,,,Henan,Central
http://www.wikidata.org/entity/Q126960101,Army Special Operations Academy,Army Special Operations Academy,中国人民解放军陆军特种作战学院,,,110.282548,25.243538,,
http://www.wikidata.org/entity/Q128123086,PLARF NCO School,PLARF NCO School,中国人民解放军火箭军士官学校,1970.0,1970,,,Shandong,East
http://www.wikidata.org/entity/Q129077719,Beijing Institute of Mathematical Sciences and Applications,Beijing Institute of Mathematical Sciences and Applications,,,,,,,
http://www.wikidata.org/entity/Q130640081,,,,,,118.601084,35.738653,Shandong,East
http://www.wikidata.org/entity/Q130640114,,,,,,117.965191,35.276633,Shandong,East
http://www.wikidata.org/entity/Q1322553,Tibet University,Tibet University,西藏大学,1985.0,1980,91.1786007,29.645352,Tibet Autonomous Region,Southwest
http://www.wikidata.org/entity/Q1323075,Southwest University of Political Science and Law,Southwest University of Political Science and Law,西南政法大学,1950.0,1950,106.589722222,29.665,,
http://www.wikidata.org/entity/Q1333303,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,香港科技大學,1991.0,1990,114.263,22.3375,,
http://www.wikidata.org/entity/Q1343386,Shanghai University,Shanghai University,上海大学,1994.0,1990,121.388888888,31.316666666,,
